Product ID,Product Name,Description,Price ID,Retail Price
prod_Pk9EFbAUfPJ14c,Roadster Skinny Fit Fit Men's Jeans,Roadster Skinny Fit Fit Men's Jeans - Buy MD INDIGO Roadster Skinny Fit Fit Men's Jeans For Only Rs. 2499 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart,price_1OuevrJDw3WYrLo59OELLMn9,24
prod_Pk9EzCfv8rPfFz,Selfie Black Denim Boots,Selfie Black Denim Boots - Buy Selfie Black Denim Boots - A050 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuevsJDw3WYrLo5wmrLkFjB,11
prod_Pk9EpngfzCV6vN,Steppings Boots Boots,"Steppings Boots Boots
                         Price: Rs. 2,559
				
			Feel on the top of the world with this pair of Shoes by STEPpings. Let the sun go down for uncomfortable sandals, opt for this p",price_1OuevtJDw3WYrLo52J3tCiWP,30
prod_Pk9EBS9R7y1YkE,"Q&Q LLA2-213 Digital Watch  - For Boys, Girls","Q&Q LLA2-213 Digital Watch  - For Boys, Girls - Buy Q&Q LLA2-213 Digital Watch  - For Boys, Girls  LLA2-213 Online at Rs.645 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30",price_1OuevtJDw3WYrLo5YkUmd2Zu,7
prod_Pk9EAY9VhsplVB,Belle Gambe Winter Boots,Belle Gambe Winter Boots - Buy Belle Gambe Winter Boots - 298-7 only for Rs. 1695 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuevuJDw3WYrLo5HhcUfhXs,33
prod_Pk9EWB5QDsMREw,"Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men","Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men - Buy Hala Red In Black trendy digital Digital Watch  - For Boys, Girls, Men  Red In Black trendy digital Online at Rs.159 in Ind",price_1OuevvJDw3WYrLo58SteaObZ,5
prod_Pk9E8K1L5EXMZE,Kielz Ladies Boots,Kielz Ladies Boots - Buy Kielz Ladies Boots - 6603 only for Rs. 1249 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuevwJDw3WYrLo5UuO29QmG,24
prod_Pk9Edn7gqGRm6B,Kielz Boots,Kielz Boots - Buy Kielz Boots - 6966-20 only for Rs. 1999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuevxJDw3WYrLo5GWehbVMo,24
prod_Pk9EqL8XIOdnH4,"Franck Bella FB74C Analog Watch  - For Boys, Men","Franck Bella FB74C Analog Watch  - For Boys, Men - Buy Franck Bella FB74C Analog Watch  - For Boys, Men  FB74C Online at Rs.780 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products,",price_1OuevyJDw3WYrLo5iexA7ecZ,13
prod_Pk9EqBA24YaedV,Carlton London Boots,Carlton London Boots - Buy Carlton London Boots - CLL-2881 only for Rs. 2295 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuevyJDw3WYrLo5EED0NCee,22
prod_Pk9EaiMJGhc1DO,Ridas Apl_led_black Apple Shape Digital Watch  - For Boys,Ridas Apl_led_black Apple Shape Digital Watch  - For Boys - Buy Ridas Apl_led_black Apple Shape Digital Watch  - For Boys  Apl_led_black Online at Rs.249 in India Only at Flipkart.com. - Great Discoun,price_1OuevzJDw3WYrLo59X2SHgWT,5
prod_Pk9E7MB9Uvx7pJ,Shuz Touch Boots,Shuz Touch Boots - Buy Shuz Touch Boots - F277-12 only for Rs. 4495 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew0JDw3WYrLo5HAPCfBeJ,42
prod_Pk9E75IQAj41Ml,La Briza Andria Boots,La Briza Andria Boots - Buy La Briza Andria Boots - 3822 only for Rs. 2099 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew1JDw3WYrLo5NVyBN4w3,20
prod_Pk9EJaeTMahT6I,"Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys","Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys - Buy Skmei 1070BLK Sports Analog-Digital Watch  - For Men, Boys  1070BLK Online at Rs.1179 in India Only at Flipkart.com. Clear Dial, Back L",price_1Ouew2JDw3WYrLo5uCXa3XXO,23
prod_Pk9ErzEbK7lvFw,Kielz Ladies Boots,Kielz Ladies Boots - Buy Kielz Ladies Boots - 168-9 only for Rs. 999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew2JDw3WYrLo56STY5kdt,19
prod_Pk9ExocySjTU1e,Carlton London Boots,Carlton London Boots - Buy Carlton London Boots - CLL-3158 only for Rs. 1995 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew3JDw3WYrLo5wdcLeXO5,19
prod_Pk9EqVcXOQDDbH,"Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys","Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys - Buy Skmei AD1057-Dark-Orange Sports Analog-Digital Watch  - For Men, Boys  AD1057-Dark-Orange Online at Rs.1199 in India Only at",price_1Ouew4JDw3WYrLo55UTUWmVh,18
prod_Pk9ERJTFDUxF7i,Urban Country Ladies Boots,Urban Country Ladies Boots - Buy Urban Country Ladies Boots - UC-234 only for Rs. 1650 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew5JDw3WYrLo5LZ9MT9oc,31
prod_Pk9EzRm6BbUSKV,Now SP-ETHNIC Analog Watch  - For Boys,"Now SP-ETHNIC Analog Watch  - For Boys - Buy Now SP-ETHNIC Analog Watch  - For Boys  SP-ETHNIC Online at Rs.600 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Replacem",price_1Ouew6JDw3WYrLo5dDXnoaq1,7
prod_Pk9ERArVAkgUWy,"Disney MSFR190-01B Analog Watch  - For Boys, Girls","Disney MSFR190-01B Analog Watch  - For Boys, Girls - Buy Disney MSFR190-01B Analog Watch  - For Boys, Girls  MSFR190-01B Online at Rs.1350 in India Only at Flipkart.com. - Great Discounts, Only Genuin",price_1Ouew6JDw3WYrLo5iYCvOMgc,14
prod_Pk9E8JXWyVheUa,Get Glamr Designer Yuvu Boots,Get Glamr Designer Yuvu Boots - Buy Get Glamr Designer Yuvu Boots - LTB-555 only for Rs. 2799 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew7JDw3WYrLo5QTAwtt6U,33
prod_Pk9EYT4h7IDA9U,Kielz Boots,Kielz Boots - Buy Kielz Boots - 778-89A only for Rs. 2399 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew8JDw3WYrLo5Uko1rNzW,24
prod_Pk9EQGIBJiyPgw,Belle Gambe Boots,Belle Gambe Boots - Buy Belle Gambe Boots - 7C-158F-1 only for Rs. 1765 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1Ouew9JDw3WYrLo5TNYEryAk,37
prod_Pk9EJ6DmqrrJnz,Remson India Boots,Remson India Boots - Buy Remson India Boots - 132 only for Rs. 1999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewAJDw3WYrLo5CzVx7mlp,37
prod_Pk9EYY7yBuJl4Y,Steppings Trendy Boots,"Steppings Trendy Boots
                         Price: Rs. 639
				
			Live it up with this pair of coloured?boots by STEPpings. Experience endless comfort wearing this pair of bellies?,?which is craf",price_1OuewAJDw3WYrLo50a9vWcRv,16
prod_Pk9Ei9lS2v1B7M,Jacques Farel KWD2324 Analog Watch  - For Boys,"Jacques Farel KWD2324 Analog Watch  - For Boys - Buy Jacques Farel KWD2324 Analog Watch  - For Boys  KWD2324 Online at Rs.1567 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, ",price_1OuewBJDw3WYrLo5sha9q1zV,27
prod_Pk9EUtJOPjJ2sk,Rialto Boots,Rialto Boots - Buy Rialto Boots - rialto-B2209 only for Rs. 1800 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewCJDw3WYrLo5IilzHnrB,27
prod_Pk9EN0B0r0YO4H,Salt N Pepper 13-455 Pisa Black Boots,Salt N Pepper 13-455 Pisa Black Boots - Buy Salt N Pepper 13-455 Pisa Black Boots - Pisa only for Rs. 3746 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash O,price_1OuewDJDw3WYrLo5vtDyeWQB,46
prod_Pk9EJrR5omeZnr,"Oxter Chrono Blue Italia Analog Watch  - For Men, Boys","Oxter Chrono Blue Italia Analog Watch  - For Men, Boys
                         Price: Rs. 299
				
			Oxter Italia presents a new range of Fashion Watchs for Men from the house of OXTER. Featuring El",price_1OuewEJDw3WYrLo5XjNSheuC,10
prod_Pk9E2TxruzA4FL,Klaur Melbourne Boots,Klaur Melbourne Boots - Buy Klaur Melbourne Boots - 329S036 only for Rs. 1574 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewEJDw3WYrLo5bWIHZoEt,33
prod_Pk9Eb2ua9hvdLG,"Positif Pfbk612 Analog Watch  - For Men, Boys","Positif Pfbk612 Analog Watch  - For Men, Boys - Buy Positif Pfbk612 Analog Watch  - For Men, Boys  Pfbk612 Online at Rs.800 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 ",price_1OuewFJDw3WYrLo5RD9jU8fF,11
prod_Pk9EABUqceMKbJ,Selfie Boots,Selfie Boots - Buy Selfie Boots - Selfie-SE060 only for Rs. 599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewGJDw3WYrLo5iYzTX2Ce,12
prod_Pk9Ed22WiT1Dsh,"D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys","D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys - Buy D'SIGNER 688RGM _BRN Analog Watch  - For Men, Boys  688RGM _BRN Online at Rs.8545 in India Only at Flipkart.com. - Great Discounts, Only Genuin",price_1OuewHJDw3WYrLo5wz6lO3OA,82
prod_Pk9EpgWmlVveze,Salt N Pepper 13-019 Femme Taupe Boots Boots,"Salt N Pepper 13-019 Femme Taupe Boots Boots
                         Price: Rs. 2,050
				
			Let the vivacious diva in you get a new breath of life. wearing Salt N Pepper boots in brown colour. styl",price_1OuewIJDw3WYrLo5thefYGux,39
prod_Pk9E5b8RVZDB0I,"Franck Bella FB127A Analog Watch  - For Boys, Men","Franck Bella FB127A Analog Watch  - For Boys, Men - Buy Franck Bella FB127A Analog Watch  - For Boys, Men  FB127A Online at Rs.999 in India Only at Flipkart.com. - Great Discounts, Only Genuine Produc",price_1OuewIJDw3WYrLo5Hpc09Jcj,13
prod_Pk9EFgH1ExJNKf,Get Glamr Stylish Boots,Get Glamr Stylish Boots - Buy Get Glamr Stylish Boots - LT-698-8A only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewJJDw3WYrLo5qAjgNLNt,19
prod_Pk9EKN9fXRY9jz,"Felix 3541 W-S METAL Analog Watch  - For Boys, Girls","Felix 3541 W-S METAL Analog Watch  - For Boys, Girls - Buy Felix 3541 W-S METAL Analog Watch  - For Boys, Girls  3541 W-S METAL Online at Rs.555 in India Only at Flipkart.com. - Great Discounts, Only ",price_1OuewKJDw3WYrLo5WxWF2MDw,14
prod_Pk9ER5SSA0yrlP,Steppings Trendy Boots,"Steppings Trendy Boots
                         Price: Rs. 719
				
			Live it up with this pair of coloured?boots by STEPpings. Experience endless comfort wearing this pair of bellies?,?which is craf",price_1OuewLJDw3WYrLo5hpbd0Iz9,18
prod_Pk9E33rZOl5OrY,Steppings Boots Boots,Steppings Boots Boots - Buy Steppings Boots Boots - 2015-D1 only for Rs. 2559 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewMJDw3WYrLo528du7kML,30
prod_Pk9EqmSn1712Y2,"Skmei DG0939-Red Sports Digital Watch  - For Men, Boys","Skmei DG0939-Red Sports Digital Watch  - For Men, Boys - Buy Skmei DG0939-Red Sports Digital Watch  - For Men, Boys  DG0939-Red Online at Rs.999 in India Only at Flipkart.com. Digital Chronograph, Ala",price_1OuewMJDw3WYrLo5b4kAsv7o,15
prod_Pk9EfERoST9p68,Do Bhai Boots,"Do Bhai Boots
                         Price: Rs. 699
				
			Do Bhai Fashionable Smart Casual Boots For Women'S
Do Bhai Fashionable Smart Casual Boots For Women'S",price_1OuewNJDw3WYrLo5k2tAz5W9,9
prod_Pk9EVLEw7Dt7ZE,"Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls","Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls - Buy Vizion 8502-4BLUE Sports Series Digital Watch  - For Boys, Girls  8502-4BLUE Online at Rs.595 in India Only at Flipkart.com. Styl",price_1OuewOJDw3WYrLo56FluCP6c,11
prod_Pk9EpXUmSgYXrx,Steppings Boots Boots,Steppings Boots Boots - Buy Steppings Boots Boots - 2015-D2 only for Rs. 2559 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewPJDw3WYrLo5Jq12i3gA,30
prod_Pk9E0yWllZ7IOa,Steppings Trendy Boots,Steppings Trendy Boots - Buy Steppings Trendy Boots - 200-C21 only for Rs. 2099 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewQJDw3WYrLo5KEQq21dd,33
prod_Pk9E78jGkOfxVo,Sam Stefy Boots,"Sam Stefy Boots
                         Price: Rs. 449
				
			Sam Stefy Is Committed To Deliver The Finest Footwear Ever Made. Converting Designs And Ideas Into Masterpiece Is A Work Of Sam Stefy.
S",price_1OuewRJDw3WYrLo51Qj2sXqF,11
prod_Pk9ECcPynUCCUV,TEN TEN Women's Tan Mid Length Boots Boots,"TEN TEN Women's Tan Mid Length Boots Boots
                         Price: Rs. 1,895
				
			Boots
Boots",price_1OuewRJDw3WYrLo5lXnK4pwy,42
prod_Pk9EKOk91zOOFu,Remson India Boots,Remson India Boots - Buy Remson India Boots - 132 only for Rs. 1999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewSJDw3WYrLo5kdCLtpH5,37
prod_Pk9EwIOt2AGqMW,Get Glamr Dazzle Boots,Get Glamr Dazzle Boots - Buy Get Glamr Dazzle Boots - LT-1007-23 only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewTJDw3WYrLo5RXi2mame,33
prod_Pk9E7aXbi0AaZC,"Jack Klein Goldjack Analog Watch  - For Boys, Men","Jack Klein Goldjack Analog Watch  - For Boys, Men - Buy Jack Klein Goldjack Analog Watch  - For Boys, Men  Goldjack Online at Rs.262 in India Only at Flipkart.com. - Great Discounts, Only Genuine Prod",price_1OuewUJDw3WYrLo5e5ahTeFz,19
prod_Pk9E13NyYlxeTi,Dearfoams Boots,"Dearfoams Boots
                         Price: Rs. 1,820
				
			Light and shaggy, these boot slippers exude personality. Their structure is soft, so you can fold down the tops to reveal contrasting ",price_1OuewVJDw3WYrLo55Qk5UTBj,18
prod_Pk9ERoO0bQowqB,"fastrack 38015PL01 Analog Watch  - For Men, Boys","fastrack 38015PL01 Analog Watch  - For Men, Boys - Buy fastrack 38015PL01 Analog Watch  - For Men, Boys  38015PL01 Online at Rs.2495 in India Only at Flipkart.com. Stainless steel back cover. Hybrid c",price_1OuewVJDw3WYrLo56DaY5Mim,24
prod_Pk9FmZqqEwpcvh,Kielz Ladies Boots,Kielz Ladies Boots - Buy Kielz Ladies Boots - 778-6A only for Rs. 1299 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewWJDw3WYrLo5FtlYDPTH,27
prod_Pk9FPj2NsPYMaC,"A Avon PK_504 Analog Watch  - For Men, Boys","A Avon PK_504 Analog Watch  - For Men, Boys - Buy A Avon PK_504 Analog Watch  - For Men, Boys  PK_504 Online at Rs.1249 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day ",price_1OuewXJDw3WYrLo5sfqDSNgZ,24
prod_Pk9FFPo29cPqmT,Kielz Ladies Boots,Kielz Ladies Boots - Buy Kielz Ladies Boots - 168-26 only for Rs. 999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewYJDw3WYrLo5bHHsKCtT,19
prod_Pk9FZrWZPdvPoA,"Franck Bella FB0122DD Analog Watch  - For Men, Boys","Franck Bella FB0122DD Analog Watch  - For Men, Boys - Buy Franck Bella FB0122DD Analog Watch  - For Men, Boys  FB0122DD Online at Rs.1039 in India Only at Flipkart.com. - Great Discounts, Only Genuine",price_1OuewZJDw3WYrLo5P5XQh68Q,13
prod_Pk9FHT8oeDPstn,Catwalk Boots,Catwalk Boots - Buy Catwalk Boots - Catwalk-010 only for Rs. 999 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewZJDw3WYrLo5H1IqRsNP,20
prod_Pk9FKAfcjZu0Ds,Rialto Boots,Rialto Boots - Buy Rialto Boots - rialto-A1026 only for Rs. 2395 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewaJDw3WYrLo5T2yzRK2X,31
prod_Pk9FSydICUfYcR,Salt N Pepper 12-298 Taupe Boots,"Salt N Pepper 12-298 Taupe Boots
                         Price: Rs. 2,150
				
			Let The Crazy You Pop Out For A Day Wearing These Boot By Salt N Pepper. The Genuine Leather Upper Makes These Pair E",price_1OuewbJDw3WYrLo5QpSwIxcW,41
prod_Pk9Fa6WhzrTqhw,"Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls","Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls - Buy Alfajr WQ18 Qibla Compass Digital Watch  - For Men, Boys, Girls  WQ18 Online at Rs.7495 in India Only at Flipkart.com. Qibla Compa",price_1OuewcJDw3WYrLo55WD4cevB,82
prod_Pk9Flh4Uz8c5p8,Magnum Footwear Lifestyle Boots,Magnum Footwear Lifestyle Boots - Buy Magnum Footwear Lifestyle Boots - 1588 only for Rs. 3199 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewdJDw3WYrLo5OOR4QWAr,55
prod_Pk9F3gzPzlaW2e,Steppings Trendy Boots,"Steppings Trendy Boots
                         Price: Rs. 2,519
				
			Feel on top of the world with this pair of boot by STEPpings. Designed as per the latest trend, this pair will catch every styl",price_1OuewdJDw3WYrLo5YhrsKGwA,34
prod_Pk9FJTbtAhA9jk,"Sale Funda SFGFU694 Analog Watch  - For Boys, Men","Sale Funda SFGFU694 Analog Watch  - For Boys, Men - Buy Sale Funda SFGFU694 Analog Watch  - For Boys, Men  SFGFU694 Online at Rs.599 in India Only at Flipkart.com. - Great Discounts, Only Genuine Prod",price_1OueweJDw3WYrLo58rWgqoqw,24
prod_Pk9F8Hubbf6UwZ,Steppings Trendy Boots,Steppings Trendy Boots - Buy Steppings Trendy Boots - ML-4 only for Rs. 1099 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewfJDw3WYrLo5YcA6VHy6,21
prod_Pk9Fcn28DyUL8w,"Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls","Britex BT2050+BT3101 He & She Analog Watch  - For Couple, Women, Men, Boys, Girls
                         Price: Rs. 699
				
			Best gift for couple is this couple watch set from the house of Britex",price_1OuewgJDw3WYrLo5HTbal751,19
prod_Pk9FXyM7ofRke8,TSG Kelz Boots,TSG Kelz Boots - Buy TSG Kelz Boots - 20991 only for Rs. 2650 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewhJDw3WYrLo5xPq2TaZA,25
prod_Pk9FeVyoIKAT0b,"3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men","3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men - Buy 3wish CUR-BLUE Silver Blue 8023 Analog Watch  - For Boys, Men  CUR-BLUE Online at Rs.995 in India Only at Flipkart.com. Japanese Bra",price_1OuewhJDw3WYrLo5E5wTklZH,28
prod_Pk9FrSZcULa2G8,J.D.H. 111-222 Boots,J.D.H. 111-222 Boots - Buy J.D.H. 111-222 Boots - 111-222 only for Rs. 599 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewiJDw3WYrLo5cx5pKVFj,15
prod_Pk9F3ZRhAi2Pfx,"Disney 98189 Analog Watch  - For Boys, Girls","Disney 98189 Analog Watch  - For Boys, Girls - Buy Disney 98189 Analog Watch  - For Boys, Girls  98189 Online at Rs.900 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day ",price_1OuewjJDw3WYrLo5p7etAxWH,18
prod_Pk9FroZQfGNzrr,Get Glamr Designer Snowra Boots,Get Glamr Designer Snowra Boots - Buy Get Glamr Designer Snowra Boots - LTB-541 only for Rs. 2239 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Deliver,price_1OuewkJDw3WYrLo5WiPh6LVH,27
prod_Pk9FtXgZSYdQYZ,"Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys","Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys - Buy Lenco DCOMPASS2010 Quazi Analog-Digital Watch  - For Men, Boys  DCOMPASS2010 Online at Rs.849 in India Only at Flipkart.com. Day Di",price_1OuewlJDw3WYrLo5QzrgIOh1,19
prod_Pk9FugbyU5iCSy,Pinza Black Christmas Boots,Pinza Black Christmas Boots - Buy Pinza Black Christmas Boots - B158-B only for Rs. 1900 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewlJDw3WYrLo5c8fDbDot,32
prod_Pk9FaGxbKTf46K,Kielz Ladies Boots,Kielz Ladies Boots - Buy Kielz Ladies Boots - 778-89 only for Rs. 1299 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewmJDw3WYrLo55eZpPiUS,27
prod_Pk9Fx4x2jYAOpA,Salt N Pepper 13-552 Rebacca Almond Boots,Salt N Pepper 13-552 Rebacca Almond Boots - Buy Salt N Pepper 13-552 Rebacca Almond Boots - Rebecca only for Rs. 2621 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipp,price_1OuewnJDw3WYrLo5pryZbwoQ,33
prod_Pk9FNjIB2szWYM,"Rockstar R_056 Chrono Analog Watch  - For Men, Boys","Rockstar R_056 Chrono Analog Watch  - For Men, Boys - Buy Rockstar R_056 Chrono Analog Watch  - For Men, Boys  R_056 Online at Rs.299 in India Only at Flipkart.com. Chrono Style Dial, Leather Strap, S",price_1OuewoJDw3WYrLo5ZoBWF76k,13
prod_Pk9FJwYyXrBQu2,Disney DW100405 Digital Watch  - For Boys,"Disney DW100405 Digital Watch  - For Boys - Buy Disney DW100405 Digital Watch  - For Boys  DW100405 Online at Rs.1345 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Re",price_1OuewpJDw3WYrLo5NEY1L3v5,15
prod_Pk9F5IeZUNCrDu,Selfie Boots,"Selfie Boots
                         Price: Rs. 599
				
			Pep up your look by adding this pair of Brown coloured selfie Leapord Shoes from the house of Selfie in your footwear collection. Made from",price_1OuewpJDw3WYrLo5hfFsXAgH,12
prod_Pk9FVHRtX0yXZS,"Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls","Vizion 8502-7PURPLE Sports Series Digital Watch  - For Boys, Girls
                         Price: Rs. 595
				
			Brand: Vizion,Sports Series watch for Kids,1 year manufacturer warranty,Digital displ",price_1OuewqJDw3WYrLo55Hc9QU7e,11
prod_Pk9FuHO9bWh1mp,Belle Gambe Boots,Belle Gambe Boots - Buy Belle Gambe Boots - 7C-135-1 only for Rs. 1795 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewrJDw3WYrLo5XAxu5J60,33
prod_Pk9Fz9ng3kNu9K,"Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls","Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls - Buy Disney LP-1008 (Yellow) Analog Watch  - For Boys, Girls  LP-1008 (Yellow) Online at Rs.795 in India Only at Flipkart.com. Round Dial, Yell",price_1OuewsJDw3WYrLo5wulKFpIl,9
prod_Pk9FRHv9MjxtzQ,"Elantra S 10 Analog Watch  - For Boys, Men","Elantra S 10 Analog Watch  - For Boys, Men - Buy Elantra S 10 Analog Watch  - For Boys, Men  S 10 Online at Rs.950 in India Only at Flipkart.com. - Great Discounts, Only Genuine Products, 30 Day Repla",price_1OuewtJDw3WYrLo5UnZ8CcrE,21
prod_Pk9FWc2lYlmjuA,Willy Winkies Black Boots,"Willy Winkies Black Boots
                         Price: Rs. 999
				
			Boots are a classic choice for cold winters or simply for style! These feminine boots are a great choice for any pretty girl. ",price_1OuewtJDw3WYrLo5bPLEkOuC,15
prod_Pk9FaHUeDom0tv,"Marvel DW100243 Digital Watch  - For Boys, Girls","Marvel DW100243 Digital Watch  - For Boys, Girls - Buy Marvel DW100243 Digital Watch  - For Boys, Girls  DW100243 Online at Rs.299 in India Only at Flipkart.com. Buckle Clasp, Multi-color Strap, Conte",price_1OuewuJDw3WYrLo5LJhQAwvV,4
prod_Pk9F3BmC6welbn,DJH Boots,"DJH Boots
                         Price: Rs. 499
				
			DJH Women's Stylist Footwear
DJH Women's Stylist Footwear",price_1OuewvJDw3WYrLo5FDKNUK2R,10
prod_Pk9FKmR6UB3eJt,"Franck Bella FB123D Analog Watch  - For Men, Boys","Franck Bella FB123D Analog Watch  - For Men, Boys - Buy Franck Bella FB123D Analog Watch  - For Men, Boys  FB123D Online at Rs.1316 in India Only at Flipkart.com. - Great Discounts, Only Genuine Produ",price_1OuewwJDw3WYrLo5CKb48OWU,16
prod_Pk9Fq86vDx470s,Get Glamr Stylish Boots,Get Glamr Stylish Boots - Buy Get Glamr Stylish Boots - LT-698-8A only for Rs. 499 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,price_1OuewxJDw3WYrLo5Cy2Mtmvj,19
prod_Pk9F7zFDll1ncO,"Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls","Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls - Buy Skmei DG1010-Black-Gold Sports Digital Watch  - For Men, Boys, Women, Girls  DG1010-Black-Gold Online at Rs.899 in Ind",price_1OuewyJDw3WYrLo5AUh82dcr,13
